mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
5	4	13	13	1.0	0	0	4/4	3	1	1/4			1/4	1		3	57	A3	3	51
5	4	13	13	0.5	0	0	4/4	2	1	1/8			1/8	1		5	71	B4	4	46
5	4	13	13	0.5	0	0	4/4	1	1	1/8			1/8	1		2	74	D5	5	41
5	4	27/2	27/2	0.5	1/8	1/8	4/4	4	1	1/8			1/8	1		3	57	A3	3	52
5	4	27/2	27/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		3	69	A4	4	47
5	4	27/2	27/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	42
5	4	14	14	0.5	1/4	1/4	4/4	4	1	1/8			1/8	1		4	52	E3	3	53
5	4	14	14	1.0	1/4	1/4	4/4	2	1	1/4			1/4	1		3	69	A4	4	48
5	4	14	14	1.0	1/4	1/4	4/4	1	1	1/4			1/4	1		7	73	C#5	5	43
5	4	29/2	29/2	0.5	3/8	3/8	4/4	4	1	1/8			1/8	1		7	49	C#3	3	54
5	4	15	15	1.0	1/2	1/2	4/4	4	1	1/4			1/4	1		3	45	A2	2	55
5	4	16	16	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		3	69	A4	4	49
5	4	16	16	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		7	73	C#5	5	44
5	4	67/4	67/4	0.25	15/16	15/16	4/4	2	1	1/16			1/16	1		5	71	B4	4	50
5	4	67/4	67/4	0.25	15/16	15/16	4/4	1	1	1/16			1/16	1		2	74	D5	5	45
6	5	17	17	1.0	0	0	4/4	3	1	1/4			1/4	1		3	57	A3	3	66
6	5	17	17	0.5	0	0	4/4	2	1	1/8			1/8	1		2	74	D5	5	61
6	5	17	17	0.5	0	0	4/4	1	1	1/8			1/8	1		6	78	F#5	5	56
6	5	35/2	35/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		7	73	C#5	5	62
6	5	35/2	35/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		4	76	E5	5	57
6	5	18	18	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		5	71	B4	4	63
6	5	18	18	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		2	74	D5	5	58
6	5	37/2	37/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		3	69	A4	4	64
6	5	37/2	37/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	59
6	5	19	19	2.0	1/2	1/2	4/4	2	1	1/2			1/2	1		2	74	D5	5	65
6	5	19	19	2.0	1/2	1/2	4/4	1	1	1/2			1/2	1		6	78	F#5	5	60
6	5	39/2	39/2	0.25	5/8	5/8	4/4	4	1	1/16			1/16	1		2	50	D3	3	67
6	5	79/4	79/4	0.25	11/16	11/16	4/4	4	1	1/16			1/16	1		4	52	E3	3	68
6	5	20	20	0.5	3/4	3/4	4/4	4	1	1/8			1/8	1		6	54	F#3	3	69
6	5	41/2	41/2	0.5	7/8	7/8	4/4	4	1	1/8			1/8	1		8	56	G#3	3	70
7	6	21	21	1.0	0	0	4/4	3	1	1/4			1/4	1		3	57	A3	3	81
7	6	21	21	1.0	0	0	4/4	4	1	1/4			1/4	1		3	57	A3	3	82
7	6	21	21	0.5	0	0	4/4	2	1	1/8			1/8	1		2	74	D5	5	76
7	6	21	21	0.5	0	0	4/4	1	1	1/8			1/8	1		6	78	F#5	5	71
7	6	43/2	43/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		7	73	C#5	5	77
7	6	43/2	43/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		4	76	E5	5	72
7	6	22	22	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		5	71	B4	4	78
7	6	22	22	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		2	74	D5	5	73
7	6	45/2	45/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		3	69	A4	4	79
7	6	45/2	45/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	74
7	6	23	23	2.0	1/2	1/2	4/4	2	1	1/2			1/2	1		2	74	D5	5	80
7	6	23	23	2.0	1/2	1/2	4/4	1	1	1/2			1/2	1		6	78	F#5	5	75
7	6	47/2	47/2	0.25	5/8	5/8	4/4	4	1	1/16			1/16	1		2	50	D3	3	83
7	6	95/4	95/4	0.25	11/16	11/16	4/4	4	1	1/16			1/16	1		4	52	E3	3	84
7	6	24	24	0.5	3/4	3/4	4/4	4	1	1/8			1/8	1		6	54	F#3	3	85
7	6	49/2	49/2	0.5	7/8	7/8	4/4	4	1	1/8			1/8	1		8	56	G#3	3	86
8	7	25	25	1.0	0	0	4/4	3	1	1/4			1/4	1		3	57	A3	3	97
8	7	25	25	1.0	0	0	4/4	4	1	1/4			1/4	1		3	57	A3	3	101
8	7	25	25	0.5	0	0	4/4	2	1	1/8			1/8	1		2	74	D5	5	92
8	7	25	25	0.5	0	0	4/4	1	1	1/8			1/8	1		6	78	F#5	5	87
8	7	51/2	51/2	1.0	1/8	1/8	4/4	2	1	1/4			1/4	1		7	73	C#5	5	93
8	7	51/2	51/2	1.0	1/8	1/8	4/4	1	1	1/4			1/4	1		4	76	E5	5	88
8	7	26	26	1.0	1/4	1/4	4/4	4	1	1/4			1/4	1		2	50	D3	3	102
8	7	26	26	1.0	1/4	1/4	4/4	3	1	1/4			1/4	1		2	62	D4	4	98
8	7	53/2	53/2	1.0	3/8	3/8	4/4	2	1	1/4			1/4	1		5	71	B4	4	94
8	7	53/2	53/2	1.0	3/8	3/8	4/4	1	1	1/4			1/4	1		2	74	D5	5	89
8	7	27	27	1.0	1/2	1/2	4/4	4	1	1/4			1/4	1		4	52	E3	3	103
8	7	27	27	1.0	1/2	1/2	4/4	3	1	1/4			1/4	1		4	64	E4	4	99
8	7	55/2	55/2	1.0	5/8	5/8	4/4	2	1	1/4			1/4	1		3	69	A4	4	95
8	7	55/2	55/2	1.0	5/8	5/8	4/4	1	1	1/4			1/4	1		7	73	C#5	5	90
8	7	28	28	1.0	3/4	3/4	4/4	4	1	1/4			1/4	1		4	40	E2	2	104
8	7	28	28	1.0	3/4	3/4	4/4	3	1	1/4			1/4	1		4	64	E4	4	100
8	7	57/2	57/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		8	68	G#4	4	96
8	7	57/2	57/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		5	71	B4	4	91
9	8	29	29	2.0	0	0	4/4	4	1	1/2			1/2	1	1	3	45	A2	2	113
9	8	29	29	2.0	0	0	4/4	3	1	1/2			1/2	1	1	4	64	E4	4	109
9	8	29	29	2.0	0	0	4/4	2	1	1/2			1/2	1		8	68	G#4	4	107
9	8	29	29	2.0	0	0	4/4	1	1	1/2			1/2	1		5	71	B4	4	105
9	8	31	31	0.5	1/2	1/2	4/4	4	1	1/8			1/8	1	-1	3	45	A2	2	114
9	8	31	31	0.5	1/2	1/2	4/4	3	1	1/8			1/8	1	-1	4	64	E4	4	110
9	8	31	31	1.0	1/2	1/2	4/4	2	1	1/4			1/4	1		3	69	A4	4	108
9	8	31	31	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		7	73	C#5	5	106
9	8	32	32	0.5	3/4	3/4	4/4	3	1	1/8			1/8	1		7	49	C#3	3	111
9	8	32	32	0.5	3/4	3/4	4/4	4	1	1/8			1/8	1		3	57	A3	3	115
9	8	131/4	131/4	0.25	15/16	15/16	4/4	3	1	1/16			1/16	1		4	52	E3	3	112
9	8	131/4	131/4	0.25	15/16	15/16	4/4	4	1	1/16			1/16	1		5	59	B3	3	116
10	9	33	33	1.0	0	0	4/4	3	1	1/4			1/4	1		3	57	A3	3	117
10	9	33	33	0.5	0	0	4/4	4	1	1/8			1/8	1		2	62	D4	4	122
10	9	67/2	67/2	0.5	1/8	1/8	4/4	4	1	1/8			1/8	1		7	61	C#4	4	123
10	9	34	34	0.5	1/4	1/4	4/4	3	1	1/8			1/8	1		8	56	G#3	3	118
10	9	34	34	0.5	1/4	1/4	4/4	4	1	1/8			1/8	1		5	59	B3	3	124
10	9	69/2	69/2	0.5	3/8	3/8	4/4	3	1	1/8			1/8	1		3	57	A3	3	119
10	9	69/2	69/2	0.5	3/8	3/8	4/4	4	1	1/8			1/8	1		7	61	C#4	4	125
10	9	35	35	1.5	1/2	1/2	4/4	3	1	3/8			1/4	3/2		5	59	B3	3	120
10	9	35	35	1.5	1/2	1/2	4/4	4	1	3/8			1/4	3/2		2	62	D4	4	126
10	9	73/2	73/2	0.5	7/8	7/8	4/4	3	1	1/8			1/8	1		3	57	A3	3	121
10	9	73/2	73/2	0.5	7/8	7/8	4/4	4	1	1/8			1/8	1		7	61	C#4	4	127
11	10	37	37	0.5	0	0	4/4	3	1	1/8			1/8	1		3	57	A3	3	136
11	10	37	37	0.5	0	0	4/4	4	1	1/8			1/8	1		7	61	C#4	4	141
11	10	75/2	75/2	0.5	1/8	1/8	4/4	3	1	1/8			1/8	1		8	56	G#3	3	137
11	10	75/2	75/2	0.5	1/8	1/8	4/4	4	1	1/8			1/8	1		5	59	B3	3	142
11	10	75/2	75/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		4	76	E5	5	128
11	10	75/2	75/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		4	76	E5	5	132
11	10	38	38	1.0	1/4	1/4	4/4	3	1	1/4			1/4	1		8	56	G#3	3	138
11	10	38	38	1.0	1/4	1/4	4/4	4	1	1/4			1/4	1		5	59	B3	3	143
11	10	38	38	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		5	71	B4	4	129
11	10	38	38	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		5	71	B4	4	133
11	10	77/2	77/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		8	68	G#4	4	130
11	10	77/2	77/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		8	68	G#4	4	134
11	10	39	39	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		4	64	E4	4	131
11	10	39	39	1.0	1/2	1/2	4/4	2	1	1/4			1/4	1		4	64	E4	4	135
11	10	40	40	0.5	3/4	3/4	4/4	3	1	1/8			1/8	1		4	52	E3	3	139
11	10	40	40	0.5	3/4	3/4	4/4	4	1	1/8			1/8	1		5	59	B3	3	144
11	10	163/4	163/4	0.25	15/16	15/16	4/4	3	1	1/16			1/16	1		3	57	A3	3	140
11	10	163/4	163/4	0.25	15/16	15/16	4/4	4	1	1/16			1/16	1		7	61	C#4	4	145
12	11	41	41	1.0	0	0	4/4	3	1	1/4			1/4	1		5	59	B3	3	146
12	11	41	41	0.5	0	0	4/4	4	1	1/8			1/8	1		4	64	E4	4	151
12	11	83/2	83/2	0.5	1/8	1/8	4/4	4	1	1/8			1/8	1		2	62	D4	4	152
12	11	42	42	0.5	1/4	1/4	4/4	3	1	1/8			1/8	1		3	57	A3	3	147
12	11	42	42	0.5	1/4	1/4	4/4	4	1	1/8			1/8	1		7	61	C#4	4	153
12	11	85/2	85/2	0.5	3/8	3/8	4/4	3	1	1/8			1/8	1		5	59	B3	3	148
12	11	85/2	85/2	0.5	3/8	3/8	4/4	4	1	1/8			1/8	1		2	62	D4	4	154
12	11	43	43	1.5	1/2	1/2	4/4	3	1	3/8			1/4	3/2		7	61	C#4	4	149
12	11	43	43	1.5	1/2	1/2	4/4	4	1	3/8			1/4	3/2		4	64	E4	4	155
12	11	89/2	89/2	0.5	7/8	7/8	4/4	3	1	1/8			1/8	1		5	59	B3	3	150
12	11	89/2	89/2	0.5	7/8	7/8	4/4	4	1	1/8			1/8	1		2	62	D4	4	156
13	12	45	45	0.5	0	0	4/4	3	1	1/8			1/8	1		5	59	B3	3	165
13	12	45	45	0.5	0	0	4/4	4	1	1/8			1/8	1		2	62	D4	4	170
13	12	91/2	91/2	0.5	1/8	1/8	4/4	3	1	1/8			1/8	1		3	57	A3	3	166
13	12	91/2	91/2	0.5	1/8	1/8	4/4	4	1	1/8			1/8	1		7	61	C#4	4	171
13	12	91/2	91/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		3	69	A4	4	161
13	12	91/2	91/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		3	81	A5	5	157
13	12	46	46	1.0	1/4	1/4	4/4	3	1	1/4			1/4	1		3	57	A3	3	167
13	12	46	46	1.0	1/4	1/4	4/4	4	1	1/4			1/4	1		7	61	C#4	4	172
13	12	46	46	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		4	64	E4	4	162
13	12	46	46	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		4	76	E5	5	158
13	12	93/2	93/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		7	61	C#4	4	163
13	12	93/2	93/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	159
13	12	47	47	1.0	1/2	1/2	4/4	2	1	1/4			1/4	1		3	57	A3	3	164
13	12	47	47	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		3	69	A4	4	160
13	12	48	48	0.5	3/4	3/4	4/4	3	1	1/8			1/8	1		3	57	A3	3	168
13	12	48	48	0.5	3/4	3/4	4/4	4	1	1/8			1/8	1		7	61	C#4	4	173
13	12	195/4	195/4	0.25	15/16	15/16	4/4	3	1	1/16			1/16	1		5	59	B3	3	169
13	12	195/4	195/4	0.25	15/16	15/16	4/4	4	1	1/16			1/16	1		2	62	D4	4	174
14	13	49	49	0.5	0	0	4/4	3	1	1/8			1/8	1		2	62	D4	4	183
14	13	49	49	0.5	0	0	4/4	4	1	1/8			1/8	1		6	66	F#4	4	188
14	13	99/2	99/2	0.5	1/8	1/8	4/4	3	1	1/8			1/8	1		7	61	C#4	4	184
14	13	99/2	99/2	0.5	1/8	1/8	4/4	4	1	1/8			1/8	1		4	64	E4	4	189
14	13	50	50	0.5	1/4	1/4	4/4	3	1	1/8			1/8	1		5	59	B3	3	185
14	13	50	50	0.5	1/4	1/4	4/4	4	1	1/8			1/8	1		2	62	D4	4	190
14	13	101/2	101/2	0.5	3/8	3/8	4/4	3	1	1/8			1/8	1		3	57	A3	3	186
14	13	101/2	101/2	0.5	3/8	3/8	4/4	4	1	1/8			1/8	1		7	61	C#4	4	191
14	13	51	51	2.0	1/2	1/2	4/4	3	1	1/2			1/2	1		2	62	D4	4	187
14	13	51	51	2.0	1/2	1/2	4/4	4	1	1/2			1/2	1		6	66	F#4	4	192
14	13	103/2	103/2	0.25	5/8	5/8	4/4	1	1	1/16			1/16	1		3	69	A4	4	175
14	13	103/2	103/2	0.25	5/8	5/8	4/4	2	1	1/16			1/16	1		3	69	A4	4	179
14	13	207/4	207/4	0.25	11/16	11/16	4/4	1	1	1/16			1/16	1		8	68	G#4	4	176
14	13	207/4	207/4	0.25	11/16	11/16	4/4	2	1	1/16			1/16	1		8	68	G#4	4	180
14	13	52	52	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		3	69	A4	4	177
14	13	52	52	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		3	69	A4	4	181
14	13	105/2	105/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		3	69	A4	4	178
14	13	105/2	105/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		3	69	A4	4	182
15	14	53	53	1.0	0	0	4/4	1	1	1/4			1/4	1		3	57	A3	3	193
15	14	53	53	1.0	0	0	4/4	2	1	1/4			1/4	1		3	57	A3	3	198
15	14	53	53	0.5	0	0	4/4	3	1	1/8			1/8	1		2	62	D4	4	203
15	14	53	53	0.5	0	0	4/4	4	1	1/8			1/8	1		6	66	F#4	4	208
15	14	107/2	107/2	0.5	1/8	1/8	4/4	3	1	1/8			1/8	1		7	61	C#4	4	204
15	14	107/2	107/2	0.5	1/8	1/8	4/4	4	1	1/8			1/8	1		4	64	E4	4	209
15	14	54	54	0.5	1/4	1/4	4/4	3	1	1/8			1/8	1		5	59	B3	3	205
15	14	54	54	0.5	1/4	1/4	4/4	4	1	1/8			1/8	1		2	62	D4	4	210
15	14	109/2	109/2	0.5	3/8	3/8	4/4	3	1	1/8			1/8	1		3	57	A3	3	206
15	14	109/2	109/2	0.5	3/8	3/8	4/4	4	1	1/8			1/8	1		7	61	C#4	4	211
15	14	55	55	2.0	1/2	1/2	4/4	3	1	1/2			1/2	1		2	62	D4	4	207
15	14	55	55	2.0	1/2	1/2	4/4	4	1	1/2			1/2	1		6	66	F#4	4	212
15	14	111/2	111/2	0.25	5/8	5/8	4/4	1	1	1/16			1/16	1		3	69	A4	4	194
15	14	111/2	111/2	0.25	5/8	5/8	4/4	2	1	1/16			1/16	1		3	69	A4	4	199
15	14	223/4	223/4	0.25	11/16	11/16	4/4	1	1	1/16			1/16	1		8	68	G#4	4	195
15	14	223/4	223/4	0.25	11/16	11/16	4/4	2	1	1/16			1/16	1		8	68	G#4	4	200
15	14	56	56	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		3	69	A4	4	196
15	14	56	56	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		3	69	A4	4	201
15	14	113/2	113/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		3	69	A4	4	197
15	14	113/2	113/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		3	69	A4	4	202
16	15	57	57	1.0	0	0	4/4	1	1	1/4			1/4	1		3	57	A3	3	213
16	15	57	57	1.0	0	0	4/4	2	1	1/4			1/4	1		3	57	A3	3	217
16	15	57	57	0.5	0	0	4/4	3	1	1/8			1/8	1		7	61	C#4	4	221
16	15	57	57	0.5	0	0	4/4	4	1	1/8			1/8	1		4	64	E4	4	229
16	15	115/2	115/2	0.5	1/8	1/8	4/4	3	1	1/8			1/8	1		6	66	F#4	4	222
16	15	115/2	115/2	0.5	1/8	1/8	4/4	4	1	1/8			1/8	1		3	69	A4	4	230
16	15	58	58	1.0	1/4	1/4	4/4	1	1	1/4			1/4	1		2	62	D4	4	214
16	15	58	58	1.0	1/4	1/4	4/4	2	1	1/4			1/4	1		2	62	D4	4	218
16	15	58	58	0.5	1/4	1/4	4/4	3	1	1/8			1/8	1		4	64	E4	4	223
16	15	58	58	0.5	1/4	1/4	4/4	4	1	1/8			1/8	1		8	68	G#4	4	231
16	15	117/2	117/2	0.5	3/8	3/8	4/4	3	1	1/8			1/8	1		2	62	D4	4	224
16	15	117/2	117/2	0.5	3/8	3/8	4/4	4	1	1/8			1/8	1		6	66	F#4	4	232
16	15	59	59	0.5	1/2	1/2	4/4	3	1	1/8			1/8	1		7	61	C#4	4	225
16	15	59	59	0.5	1/2	1/2	4/4	4	1	1/8			1/8	1		4	64	E4	4	233
16	15	59	59	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		4	64	E4	4	215
16	15	59	59	1.0	1/2	1/2	4/4	2	1	1/4			1/4	1		4	64	E4	4	219
16	15	119/2	119/2	0.5	5/8	5/8	4/4	3	1	1/8			1/8	1		5	59	B3	3	226
16	15	119/2	119/2	0.5	5/8	5/8	4/4	4	1	1/8			1/8	1		2	62	D4	4	234
16	15	60	60	0.5	3/4	3/4	4/4	3	1	1/8			1/8	1		3	57	A3	3	227
16	15	60	60	0.5	3/4	3/4	4/4	4	1	1/8			1/8	1		7	61	C#4	4	235
16	15	60	60	1.0	3/4	3/4	4/4	1	1	1/4			1/4	1		4	64	E4	4	216
16	15	60	60	1.0	3/4	3/4	4/4	2	1	1/4			1/4	1		4	64	E4	4	220
16	15	121/2	121/2	0.5	7/8	7/8	4/4	3	1	1/8			1/8	1		8	56	G#3	3	228
16	15	121/2	121/2	0.5	7/8	7/8	4/4	4	1	1/8			1/8	1		5	59	B3	3	236
17	16	61	61	0.25	0	0	4/4	2	1	1/16			1/16	1		3	57	A3	3	239
17	16	61	61	0.25	0	0	4/4	3	1	1/16			1/16	1		3	57	A3	3	245
17	16	61	61	0.5	0	0	4/4	4	1	1/8			1/8	1		3	57	A3	3	251
17	16	61	61	0.25	0	0	4/4	2	1	1/16			1/16	1		4	64	E4	4	239
17	16	61	61	2.0	0	0	4/4	1	1	1/2			1/2	1		3	69	A4	4	237
17	16	245/4	245/4	0.25	1/16	1/16	4/4	2	1	1/16			1/16	1		3	57	A3	3	240
17	16	245/4	245/4	0.25	1/16	1/16	4/4	3	1	1/16			1/16	1		3	57	A3	3	246
17	16	245/4	245/4	0.25	1/16	1/16	4/4	2	1	1/16			1/16	1		4	64	E4	4	240
17	16	123/2	123/2	0.5	1/8	1/8	4/4	4	1	1/8			1/8	1		3	45	A2	2	252
17	16	123/2	123/2	0.25	1/8	1/8	4/4	2	1	1/16			1/16	1		3	57	A3	3	241
17	16	123/2	123/2	0.25	1/8	1/8	4/4	3	1	1/16			1/16	1		3	57	A3	3	247
17	16	123/2	123/2	0.25	1/8	1/8	4/4	2	1	1/16			1/16	1		4	64	E4	4	241
17	16	247/4	247/4	0.25	3/16	3/16	4/4	2	1	1/16			1/16	1		3	57	A3	3	242
17	16	247/4	247/4	0.25	3/16	3/16	4/4	3	1	1/16			1/16	1		3	57	A3	3	248
17	16	247/4	247/4	0.25	3/16	3/16	4/4	2	1	1/16			1/16	1		4	64	E4	4	242
17	16	62	62	0.5	1/4	1/4	4/4	4	1	1/8			1/8	1		3	45	A2	2	253
17	16	62	62	1.0	1/4	1/4	4/4	2	1	1/4		1/4_r16_0	1/4	1		3	57	A3	3	243
17	16	62	62	1.0	1/4	1/4	4/4	3	1	1/4		1/4_r16_0	1/4	1		3	57	A3	3	249
17	16	62	62	1.0	1/4	1/4	4/4	2	1	1/4		1/4_r16_0	1/4	1		4	64	E4	4	243
17	16	125/2	125/2	0.5	3/8	3/8	4/4	4	1	1/8			1/8	1		3	45	A2	2	254
17	16	63	63	2.0	1/2	1/2	4/4	4	1	1/2		1/2_r8_0	1/2	1		3	45	A2	2	255
17	16	63	63	2.0	1/2	1/2	4/4	2	1	1/2		1/2_r16_0	1/2	1		3	57	A3	3	244
17	16	63	63	2.0	1/2	1/2	4/4	3	1	1/2		1/2_r16_0	1/2	1		3	57	A3	3	250
17	16	63	63	2.0	1/2	1/2	4/4	2	1	1/2		1/2_r16_0	1/2	1		4	64	E4	4	244
17	16	63	63	2.0	1/2	1/2	4/4	1	1	1/2			1/2	1		7	85	C#6	6	238
18	17	65	65	2.0	0	0	4/4	4	1	1/2		1/2_r8_0	1/2	1		3	45	A2	2	264
18	17	65	65	2.0	0	0	4/4	2	1	1/2		1/2_r16_0	1/2	1		3	57	A3	3	260
18	17	65	65	2.0	0	0	4/4	3	1	1/2		1/2_r16_0	1/2	1		3	57	A3	3	262
18	17	65	65	2.0	0	0	4/4	2	1	1/2		1/2_r16_0	1/2	1		4	64	E4	4	260
18	17	65	65	1.0	0	0	4/4	1	1	1/4			1/4	1		3	81	A5	5	256
18	17	66	66	1.0	1/4	1/4	4/4	1	1	1/4			1/4	1		4	76	E5	5	257
18	17	67	67	2.0	1/2	1/2	4/4	4	1	1/2		1/2_r8_0	1/2	1		3	45	A2	2	265
18	17	67	67	2.0	1/2	1/2	4/4	2	1	1/2		1/2_r16_0	1/2	1		3	57	A3	3	261
18	17	67	67	2.0	1/2	1/2	4/4	3	1	1/2		1/2_r16_0	1/2	1		3	57	A3	3	263
18	17	67	67	2.0	1/2	1/2	4/4	2	1	1/2		1/2_r16_0	1/2	1		4	64	E4	4	261
